Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
20013,B002C50X1M,A19NP8YYADOOSF,N. Krumpe,1,2,5,1287014400,"Delicious, great texture, 3 ingredients","I did a search on Amazon for Kettle reduced fat chips, hoping to find a good deal on Kettle brand chips.  I stumbled upon these Deep River reduced fat kettle chips, and liked the per bag price (works out to about $1.50 per bag, about half the price of a similarly sized bag of Kettle brand chips at my local grocery store).  I am so glad I ordered these.  I love the taste, and I love the texture, and never would have guessed they were reduced fat.  I particularly like the short list of ingredients: Potatoes, Sunflower or Corn oil, and Salt.  That's it.<br /><br />I do wish Amazon would make it easy to find the nutritional information...so, here are the basics: 12-chip serving (28g) is 120 calories, 6g fat, 1g fiber.<br /><br />I will definitely order these again."
20014,B002C50X1M,A32T12MJ883R17,Cricket,1,2,5,1280275200,Good product.,"They are a healthier chip with less salt and fat, which I like better than the over-salted regular chips on the market.  The flavor is great and they are nice and crunchy. Absolutely worth a try!"
20015,B002C50X1M,A1KX9LI4I9LU8H,"Kathleen C. Lockhart ""kcl""",1,2,5,1271203200,Excellent chips!,Love these chips.  Good for a quick snack and I don't fee TOO guilty eating them since they have less fat and salt than regular chips.  Highly recommended.
20016,B002C50X1M,A3EBSEY42XYMVW,"Jo Schram ""Ongoing Artist""",1,2,5,1260748800,Deep River Salt & Vinegar Chips,"You know you have a great salt & vinegar chip when after one individual bag your mouth is all puckered up!<br />Deep River makes a great chip and comes in packages just the right size for one person to enjoy. And, being kettle chips, just makes each bite a great taste and texture combination you are sure to enjoy.<br />Try some now.<br />http://www.amazon.com/gp/product/B002C50XA8/ref=cm_cr_rev_prod_title"
20017,B002C50X1M,A23ZGL2ELO5Y0G,Chip lover,0,1,2,1343174400,Yuk,The sweet Maui onion tastes like sour cream and onion.  I was hoping to get the delicious chips that I enjoyed in Maui.  Don't wast your time.
20018,B002C50X1M,A2Z8VKTJX9RQLI,organic nut,0,1,3,1305417600,Disappointed,"Olive oil in large bold print on the front of the bag is misleading!!  Olive oil is NOT the main oil the chips are cooked in.  The product has more sunflower, corn and canola oils than it does olive oil!! The ingredients are NOT listed in the description.  I should have known better.<br />There are other, much better ""Olive Oil"" potato chips on the market that use ONLY olive oil. I was quite disappointed in this brand."
20019,B002C50X1M,A1DTQYJG91K12I,Blizz Lizz,0,1,1,1302998400,Too many rotten chips!,"I love salt & vinegar kettle chips so I decided to try these after reading good reviews. When I received them, I noticed from the very first bag that over half of the chips were inedible due to rotten potatoes! I know how kettle chips should look, and I know what normal marks look like on chips. These were rotten. After waiting over a month for a response from the company, I finally found a phone number and called them, only to be told there was nothing they could do. The sad thing is, the chips that were edible were actually flavorful and tasty. Obviously they just don't care about consistent quality, so stay away from these chips!"
20020,B002C50X1M,A3FRWBGL8TSOY7,cameokid,0,1,2,1297728000,"FLAVOR TOO STRONG, COATING TOO MESSY","The kettle chip itself is crisp, crunchy and good, although somewhat greasy.  Over coated with the flavoring causing mouth burn when it was not expected in a chip with Rosemary flavoring.  Leaves greasy, gritty residue on fingers after two or three chips."
20021,B002C50X1M,AJ3M8ZLT6W5CC,Erik Chew,1,3,3,1285027200,"Crunchy, but a bit on the salty side","I ordered these because I had purchased a bag of Sweet maui Onion chips from the supermarket. They were so good that I had to get another.<br /><br />The order came and I popped open a bag. They are very crunchy, so if you're into that, these are the chips for you. However, they do tend to get really salty. I found myself having quite a few sips of beer when eating these"
20022,B002C50X1M,A3RAN1B9KD553H,Denise M. Muiter,0,2,3,1256774400,Misleading Allergen Info,I bought these potato chips because they sounded tasty and because of the natural sounding ingredients... but also specifically because they are gluten free.  I have a son with food allergies and he cannot gluten... or Milk.  I was so upset when I received these to find out that they contain Milk!  I do not see this information anywhere on the product page.
20023,B000AXSG0S,A1Y5FP1F1XHERC,"Maureen Barnes ""dulcimist""",1,1,5,1231977600,Christmas in a glass,"If egg nog is synonymous with Christmas for you, this is the syrup for you!  We add just one tablespoon to 2 oz espresso and 8 oz hot milk for a delicious beverage and much less cost than the coffee houses.  Enjoy!"
20024,B000AXSG0S,A3HMUHOY8B5BIO,"Susan F. Rae ""suZen""",0,1,1,1331856000,Flavor not there,"I was disappointed - supersweet, but just not flavorful.  Same thing with the peppermint.  Will not purchase this brand again."
20025,B0002PCESY,A3S5TR05CP8X6A,Veronica Goodview,2,2,5,1248134400,Another Meiji Classic!,"These are wonderful little chocolate bits, and that is all they need to be.  They look a bit like miniature Tootsie Rolls, so I was expecting them to be chewy at first.  They are soft, with a nice smooth chocolate flavor, and easy to eat by the handful.  Very highly recommended!"
20026,B0002PCESY,A3C3SOR6H8GU3P,"Jennifer Scafide ""ChibiAngel86""",2,2,5,1194739200,Best Candy Ever!,"This is the best and most addictive candy that I've had in a long time. You can never have to much of this candy. It goes so quickly. If you like Japanese snacks of any kind, give this a try."
20027,B0002PCESY,A2NOF2YT9WRXC8,gregory flanagan,2,3,5,1116892800,Yumm!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,I wish I could rate this  100 stars!!!!  Tey are soooo yummy !!!!! Try them PLEASE!!!!
20028,B000RHXI1E,A3TANPTFEA1MIE,Mary Showalter,2,2,5,1202860800,"Yummy, healthy figs!","These figs are firm on the outside and somewhat soft on the inside. I can just feel the health radiating through my body *wink* when I eat them. I dipped them in extra dark heart-healthy chocolate, put each one in a mini-heart muffin paper, and gave as valentine gifts instead of the usual boring, bad-for-you chocolates."
20029,B000RHXI1E,A2QW0BW7ME7FOG,"capebabs ""capebabs""",0,0,5,1270857600,Delightful Mission Figs,"Moist and chewy, very sweet and delicious.  A great snack<br />for hiking.  I will buy them again."
20030,B0000GL1OS,A3UYVIJ2QOZ7N0,donald g fisher,3,3,5,1260403200,Anchiote Paste Reviewed,A recent trip to Mexico introduced me to this tasty seasoning dificult to find in local markets.<br /><br />Good on all kinds of meats includin seafood. Amazing on halibut steaks and even turkey.<br /><br />Amazon.com is an amaziing resource for hard to find items.
20031,B000Z7KR6A,A3T1MZFJSIVR7G,Joanne,0,0,5,1349481600,Great taste!,"This is a sweet and tangy sauce that tastes great on ribs, wings and pork chops!  Used in on Country Ribs in the crockpot and got rave reviews."
20032,B000Z7KR6A,A2D1A0HRJL5YCC,Norma R. Mills,0,0,5,1316995200,Cherokee,"We lived in South Carolina many years ago and enjoyed their pork BBQ.  Being from Texas, it took us some time to try this type of BBQ.  The sause used on these sandwiches was similar to Carolina Gold, or possibly the same.  We loved it.  A friend brought me back a bottle and we went ape over it. I tried the internet and there it was.  We are enjoying this tangy and different BBQ sauce with pork and chicken.  We find it of high quality and a wondeful reminder of our days in South Carolina.  Since it is not sold here, I am sure I will be a returning customer.  I highly recommend anyone try this product."
20033,B000Z7KR6A,A1MPVFEE1558Q9,nana1,0,0,5,1311897600,gold fever,Best sauce for boneless chicken wings. Also great on bone-in wings.  Closest thing to our favorite wings at a great restaurant that we visit frequently.
20034,B001LDAE4C,A2SDZ362NF1LWS,AandC,17,19,1,1296777600,Not the real one again :-(,"Of course, the problem that we have, my wife and I, is the fact that we are Belgians and lived the first 25 years of our lifes in Liege (born and raised). So when I get pearl sugar online for our Liege waffles, like this one, pretending to be ""belgian pearl sugar"" (it's written on the box!), we can only be disappointed. I guess it's good enough for those who never been in Belgium or those who just passed by there...Those swedish made pearl sugar - at least they are not the rocky sugar - are too big, melt during cooking, give a taste of caramel instead, making the waffle chewy. Oh well...I'm sure one day we'll find the real belgian pearl sugar somewhere online..."
20035,B001LDAE4C,A14QECXQ22XKTP,"J. Gagnon ""JG""",5,5,4,1255478400,Larger pearls than expected,"Product is great, as described, although beware the pearls are larger than Swedish pearl sugar, about 1-2 cm in diameter."
20036,B001LDAE4C,A2DYMDOAJURO5F,"Aceto ""Hope is a Weed Exasperatus: 1:18""",5,5,5,1250121600,Best quality,"For those of you who read Barbery's beautiful short novel, Gourmet Rhapsody, this is the special ingredient to making Chouquette, the McGuffin to the book.  When you bake with it, it mobilizes in the oven to create wondrous pockets of sweet perfection.<br /><br />Do not be fooled by the stuff in the stores, those shiny waxy balls of carnuba called sugar pearls.  OK for decoration, they will not work for baking.  If you do a lot of baking, the 4 pack is a better buy because of the shipping cost."
20037,B001LDAE4C,AO99UHMAVWB9N,R. Oliveira,5,6,5,1269820800,This is the real deal if you want to do the real Belgium waffle,"Real Belgium Waffle receipts will just work if you use this sugar. I failed several times before with other sugars ... Belgium waffle receipt will be in the box, you can't go wrong !"
20038,B001LDAE4C,A1L4FJUV0NVO31,Dave Pinke,2,2,4,1294790400,Liege Waffle - Awesome sugar (and gum?!),"So I haven't used this to make a Liege style belgian waffle yet, although I'm sure its the key ingredient I've been missing, but the pearl sugar came fast and as advertised and came with a small pack of Penguin Peppermint Gum for some reason.<br /><br />I also wanted to leave the recipe that's on the box here for those that want to try out their recipe which I've heard (but haven't verified) is awesome for Liege belgian waffles:<br /><br />Ingredients:<br />3 1/2 Cups Bread Flour<br />1 Packet Dry Yeast<br />3/4 Cup Lukewarm Milk (~105 F)<br />8 oz softened butter (2 sticks)<br />2 eggs<br />1/2 Teaspoon Salt<br />1 Teaspoon Vanilla<br />Cinnamon (optional)<br />1 Bag Lars' Own Belgian Pearl Sugar<br /><br />Directions:<br />Dissolve yeast in lukewarm milk. Gradually add all ingredients and the flour into the yeast/milk mix except for the pearl sugar. Let dough rise until it doubles in size (approx 30 minutes). Add pearl sugar and fold in. Divide dough into small patties about 3 to 4 ounces each (roughly an ice cream scoop). Bake in a heated and greased waffle iron.<br /><br />Serve drizzled with chocolate, fruit, whipped cream."
20039,B001LDAE4C,A64526JPXL4NH,p. annoyed,1,1,4,1342483200,"Good, but expensive","Good product, but too expensive on here.  I can get Lars Pearl Sugar in a grocery store near my house for $4.50 for 10oz.  It's a bigger store, and they have an aisle where they carry a lot of foreign foods, which is where it's at, not in the regular sugar aisle, but I imagine most bigger grocery stores would carry it."
20040,B001LDAE4C,AHJM3ND7BBGU4,J. kinkade,0,0,5,1330819200,Wonderful,"For authentic Belgian street waffles, you must use Pearl Sugar. As for quality, I will purchase this brand again and again. My entire family loved the waffles made with this sugar, and begged (demanded) that I make more. I'm not about to argue. They were sublime."
20041,B001LDAE4C,A36HBGDEFPWD0U,B. Holt,0,0,3,1324944000,Perfect for Liege Waffles,"If you're making Liege Waffles then you're in the right place. They're exactly what you need to get that caramelized exterior but still have a few crunchy bits in the waffle. I have to give it 3-stars through because this stuff is WAY too expensive. Amazon is the only place I can find this stuff, and I even live in the Dallas metro area."
20042,B001LDAE4C,AOJOBGMD7VFIW,Dd,0,0,5,1323907200,Belgium sugar,This is the way to make chicken and waffles.  The recipe uses yeast and is heavier.  A real treat. I would highly recommend.
20043,B001LDAE4C,A5Y70Y025O34P,"Debby ""&#34;Foodiewife&#34; is my moniker for...",0,0,5,1322870400,The recipe on the box is the only one you need,"I made the Liege Waffle recipe on this box.  I loved it!  If you'd like to see how I made them, it's on my blog link: [...]<br />You can make the waffle dough a day or two ahead of time, and then prepare them in a matter of minutes.  The sugar melted perfectly!"
20044,B001LDAE4C,A3LC9AIGI31Y50,lowepa,0,0,5,1296086400,Belgian Waffles Pearl Sugar,"This is ESSENTIAL sugar in making Liege-style waffles. Lived in Brussels<br />for 3 years, and got hooked on their waffles. Now with my new Cuisinart<br />Belgian waffle maker (from Amazon)...life is good."
20045,B001LDAE4C,A343VPC0C1RTDO,Kristina Hughes,0,0,5,1287532800,Sweet!,"I couldn't find this sugar in Belgium this summer and I looked everywhere for it! I found it on line, ordered it and had it within days of returning home.  Thanks!"
20046,B001LDAE4C,A10TRFHZWL0WQD,Lizzie,1,2,1,1341619200,double the price that you can find at other websites,"check out soap.com for the same sugar, same quantity (2 8oz boxes) for 7.49. also just fyi a belgian reviewed it and said this is not authentic and that it makes the waffle chewier."
20047,B001LDAE4C,A60N93VTK88RM,Shopper,1,2,2,1327363200,NOT for making ordinary Belgian Waffles!,"These sugar pearls are used for makign Belgian ""steet waffles"" common in the 18th century, (and now resurrected by foodies).  The waffles are properly called ""Gaufre Liege"" and are made using this type of beet-based sugar pearls which melt and carmelize using a dough recipe.<br /><br />The more common gooey batter Belgian Waffle recipe is called the ""Bruxelles"" type, and it would be very odd to use these sugar pearls when preparing them.  Ordinary Belgian ""Bruxelles"" waffle batter can be made perfectly using common cane sugar."
20048,B001LDAE4C,ANW1YTB8K4BB3,cltnancy,0,1,5,1323302400,Great for Belgian waffles,"My pearl sugar arrived just as expected.  I made Belgian waffles the next morning and they were fabulous.  This product is expensive, but worth every penny."
20049,B004U49R2Y,A2QMEV50CXB8OV,Donald C. Sheehy,15,15,5,1306972800,"Same Product as South Beach Living, Protein Fit, Cinnamon Raisin Cereal Bars","If you (like me) have been looking for the South Beach Living, Protein Fit, Cinnamon Raisin Cereal Bars then this product is what you want. According to the South Beach Living website all of their foods are being ""reimagined"". I'm not sure what that means but ultimately it means that the Protein Cereal Bars have been unavailable at my local grocery stores for some time.<br /><br />I saw these at my local store and decided to give them a try. It turns out that they are identical in size, taste, and nutritional content. After looking at the packaging I can see that they are actually both owned by Kraft Foods and this SnackWell's product is just a rebranding of the exact Protein bars I wanted.<br /><br />The price as of this posting is pretty high here through this Amazon reseller so I recommend asking your local grocer to carry them if they don't already. I know I was glad to find them!<br /><br />Bottom line is, if you're looking for these:<br /><br /><a href=""http://www.amazon.com/gp/product/B000K7382A"">South Beach Diet High Protein Cereal Bars, Cinnamon Raisin 5 ea</a><br /><br />Buy these instead:<br /><br /><a href=""http://www.amazon.com/gp/product/B004U49R2Y"">Snackwell's Cinnamon Raisin Bars, 6.15-Ounce (Pack of 4)</a>"
20050,B004U49R2Y,A2HHTQRVKJH88G,T. Smith,6,6,5,1310515200,Excellent cereal or snack bars!,My family were addicted to the South Beach protein bars and were disappointed that they were discontinued.  I found these here and bought them thinking they looked in the picture like the South Beach bars and was very happy when I received them and they were the same bars as far as I could tell.  These are sweet and a little crunchy but not too crunchy and not near as crunchy as granola bars.  They keep me from getting hungry when I cannot eat a full meal.  They do not have that gritty taste that some protein bars have.  I find that the flavor is like a cross between a cinnamon bun and a pecan roll.  Very good and glad to have found them here!
20051,B004U49R2Y,A35Y97DSIGRBM6,"lolabird ""jw""",3,3,5,1312934400,SNACKWELL BARS VERY SIMILAR TO PALM BEACH CEREAL BARS,"I WAS UPSET TO FIND THE PALM BEACH CEREAL CINNAMON RAISIN BARS TAKEN OFF THE MARKET. AFTER DOING QUITE A BIT OF RESEARCH, I DECIDED TO TRY THE SNACKWELL VERSION OF CINNAMON RAISIN BARS. THEY ARE EXCELLENT AND I HAVE THEM ON AUTO DELIVERY. THANK YOU, SNACKWELLS AND AMAZON!!!"
20052,B004U49R2Y,A1DNCTLL7A0CXF,"Victoria Lehtonen ""vicki-ca""",2,2,5,1319241600,70 lb. Weight Loss Foundation,"I was a fan of the original South Beach Cereal Bars as my breakfast ""treat"" with my morning coffee during my weight loss journey. When Kraft Foods reinvented and reintroduced them as SnackWell cereal bars I was thrilled.  Nothing starts off my healthy, smart eating better than something that reminds me I don't need to be deprived to lose weight. Try them heated briefly in the microwave and indulge! ****July 2012**** I found new South Beach Bars in the cereal aisle and thought they would be just like these and the old South Beach ones but cheaper - NOT! They are hard as a rock, smaller and taste different.  I may pay a little more per box (I use Subscribe & Save) but they are worth it!  Don't be fooled."
20053,B004U49R2Y,A2WXD4H2CS3KQR,kellene,2,2,5,1315008000,Pleased but Disappointed,"I love these cereal bars; they're delicious.  However, I loved them more when I had a greater variety to choose from. Snackwells really missed the mark by discontinuing the Cranberry Almond and Maplenut! They were my favorite!  Having only Cinnamon Raisin, Chocolate, and Peanut Butter makes Snackwells just like everyone else.  Boo!!<br /><br />As for Amazon.com, whom I also love, but not in this case; WHY?  Well, most grocery stores sell them for under $3 so why would anyone by four boxes at $13.54 plus S&H and then have to wait for them to come when you can go down the street to the nearest store and pay $12??"
20054,B004U49R2Y,A3AE7NVJ2MMVV7,Coffeegirl,1,1,4,1334102400,Yum!  Tastes like a cinnamon roll!,"These bars are so tasty!  Love the cinnamon raisin flavor.  My only complaint is that there are only 4 in each box and are somewhat pricey.  Otherwise, great product."
20055,B004U49R2Y,AUM4THZXJPRBX,D.Williams,1,1,5,1331337600,Just like the South Beach bars,"Great low carb snack, was bummed when the South Beach bars were pulled and happy to find at least my favorite variety still made under a different name."
20056,B004U49R2Y,A3ND5T99577C4F,terri,1,1,5,1320883200,Snackwells Cinnamon Rasin Bars are Awesome!,These are great bars. They taste exactly like the South Beach Diet Cinnamon Rasin Breakfast Bars. I have to eat one every morning with my coffee.  It is full of protein and fiber but tastes so GREAT!!
20057,B002GWHC8I,A2DEY33H02J2IN,J. Wilson,2,2,4,1290729600,"Well-balanced, not too acidic","The first thing you notice about the New Guinea bean is the size. These are large, heavy beans and I had to turn the air to full on my roaster to get the beans to circulate. Not a problem as long as your roaster can handle it. I didn't experience any burned beans.<br /><br />I gave it a full roast and the results were quite good: full-bodied, well-balanced complex flavors. The taste is similar to the Sumatra beans (one of my favorites) so if you like Asian beans in general you won't be disappointed, especially at the price. I'll be buying this one again after I exhaust this bag."
20058,B002GWHC8I,A2FGW5WKH1ZFLZ,D. B. Tabor,0,0,5,1326412800,Quality Green Beans,"These are very versatile green beans that I would not normally roast and drink on their own, but rather blended to make a truly robust brew. These beans definitely like a full city roast (although they stand up nicely to a french roast) to bring out the caramel/chocolatey notes that can take a more delicate bean to new heights. The beans are a bit larger than some of the other green bean products offered on Amazon, but roast nicely with my equipment."
20059,B002GWHC8I,A22Z554ZQ8NFPC,"AF ""Whigs""",0,0,5,1321401600,Like it a lot,"I decided to give a try to roasting my own beans, and so bought these relatively cheap green beans.  I just used a heavy stainless steel pan with a lid and did it on the stovetop.  It took a bit longer than expected because I was purposely going kind of slow (maybe 25-30 minutes), but the results came out great!<br /><br />THis coffee has good complexity and earthiness, and it's not excessively acidic.  Very smooth overall, and I would readily order this again.  It is one of my favorite coffees I've tried."
20060,B002GWHC8I,AD5GXNYPZ3OQK,kennyp,0,0,5,1313971200,Gourmet Coffee,"Excellent coffee, full bodied but bright, low acidity. Out of 4 batches roasted, I only spotted 2 ""quakers"". Next time I will sign up for the club and save a few more bucks."
20061,B002GWHC8I,A17NOQHHZVMKLK,Neil Robinson,0,0,4,1302998400,Exploring,The green Paupa New Guinea coffee was first variety I chose for my experimentation with DIY coffee roasting because of it was lowest price. Its flavor can be quite acidic unless blended with sweeter variety. Expresso roasting the Paupa New Guinea beans yeilds a wonerfully virulant beverage.
20062,B002GWHC8I,A2R73PQ8OZ07EJ,Michael Larson,0,1,5,1347321600,Some of the worls's finest coffee,I have been buying this for over a year and subscribe to periodic deliveries. When ever I run out I anxiously await my next shipment.
20063,B002GWHC8I,A2NDZLCVNSBLOC,"Zorro ""Ok""",0,2,2,1301616000,the bag was cut exposing beans to the air,"The bag was sealed but it had two cuts exposing beans to air.  Bottom line is I would not purchase is at a store.  When I tried to exchange it, I received a message that the item is nonreturnable.<br /><br />I roasted it on a skillet.  It has a delicate flavor and I like the taste."
20064,B008749N8Q,AGGDI4VWPPZ6J,L. Miller,2,6,2,1346889600,The bars are fine.  This deal is not.,"I have severe diet restrictions.  All you who would like to be thin, I can recommend the IBS diet--as little fat as possible (I find I can take no more than 5 grams of fat in a meal), no dairy, no nuts, no chocolate, no caffeine, no decaf, limit wheat flour, no red meat, no heavy meals, no empty stomach, and on and on.  Deviate from the diet restrictions and you will lose weight. Eat carefully and you still lose weight.<br /><br />This allows very few options when you eat out or you're on the road.  Since I work a job which requires a fair amount of travel in a large rural area, finding a 'nutrition bar' or snack food I can eat was a challenge.<br /><br />Cliff bars are easy to find in most Walmarts, and cost just under a dollar each.  They're a little cheaper in case lots -- $5 for a box of 6.  I can only eat 2 kinds, and of course they're popular, so I seldom find them in boxes.  I searched online and was surprised to see Walmart.com offers an assortment of 3 boxes (18 bars) for $15.  They add $1.47 for shipping, but even so, that's a much better price than Amazon's offering here. If you like these, or have a lot of kids and family who do, you may want to check out that source."
20065,B000B8FZOW,A30GK8MEM29S1O,Earl,0,0,5,1326672000,Great Deal,"This is the favorite treat of my dogs, I had been buying them one at a time at Planet Dog, buying this 25  pack saves me more than half what I was paying, and seems to be a better product than those I bought at Planet Dog.  I'm very happy with this purchase."
20066,B000NY8OLU,A290GVEOOADG5W,Lucy Kaufman,6,6,5,1228521600,Professional whipped cream,"If you are preparing a desert with whipping cream, this is the product to use. You will have a professional look and the whipped cream with Whipit added, holds in the refrigerator for about three days. Without, it will turn runny in less than a day."
20067,B000NY8OLU,A1MWELI06S74PU,Tulips,3,3,5,1308787200,a good thing,I've used Whip It for a long time.  It's a really good stabilizer of real whipped cream...makes it very thick and yummy.  And it does last longer in the 'fridge.  FYI:  you can buy 2 of these packets on iherb.com for less.
20068,B000NY8OLU,A7ODYO4WAZJR0,Sue Shaffer,2,2,5,1290902400,Wouldn't Be Without It!,This is undoubtedky one if the best products I've tried in years.  Whipped Cream is perfect every time.  Always in the pantry!!!!
20069,B000NY8OLU,A2KJ7K6MG4PIDK,Gail,0,0,5,1350518400,A staple in my kitchen!,"I have been using this for literally decades, having found it first in the military commissaries I shopped in. I can't imagine making whipped cream without it. Leftover whipped cream is usable for a couple days if you put Whipit in the partially whipped cream. I have filled sponge cakes with flavored whipped cream (like a jelly roll style dessert), topped chocolate pots de creme for a party and had still-attractive edible leftovers (yay!), and at the holidays I can whip all the cream for pies at once instead of again the next day for the leftover pie. NOTE: It does give the whipped cream a bit denser consistency, but I actually like that. Partially whip 1 c. heavy cream + 1/2 tsp to 1 tsp vanilla extract. When volume starts to increase, sprinkle 1/4 c. to 1/3 c. powdered sugar and a packet of Whipit over it. Continue whipping JUST until max volume. If you notice volume decreasing, stop immediately!"
20070,B000NY8OLU,A2H4XAB9U05VRU,"Karen T ""Karen Arizona""",0,0,5,1345507200,Whipped Cream Stabilizer,First used this at my cousin's in Germany and HAD to find it here in the US.  Your whipped cream stays whipped even the next day!  I love it!
20071,B000NY8OLU,A3QZ4T2I71NR6V,resa,0,0,5,1331856000,Amazing,"This product is truly amazing. I made whipped cream to frost my banana split cupcakes. It held up with cherries on top and still tasted great. Will be buying the 30 pk. Must have if you like making cakes/cupcakes, whipped cream vs buttercream taste better and is better for you."
20072,B000NY8OLU,A1HCVZO07BUFE,D. Rieselman,0,0,5,1318118400,Whipped cream stabilizer A++,"I used to buy this in Canada on vacations, but haven't been back in a few years. I couldn't find this in any U.S. store, so I was thrilled to find it here. This stuff is amazing. You simply add it to fresh cream that you are preparing to whip. Once the cream is whipped, it remains stiff for several days. This is particularly handy when you are putting a whipped-cream topping on another dessert that you won't serve until the next day or one that creates leftovers. Whipped cream usually falls flat and gets runny. But not with WhipIt. You'll love it. It's a tad expensive, but worth it, I believe."
20073,B001T4WKJ0,A2QSKQYEA493BY,L. Downie,4,4,5,1309046400,Wonderful gold food paint,"I don't have an airbrush, but I used it to paint on the fondant with a brush. It did a great job, will be buying other colours.(That's how we spell it where I come from)"
20074,B001T4WKJ0,AKLT9KJIBWAIV,BB2,1,1,1,1343779200,NOT metallic,"There is nothing metallic about this color. It is gold in the fact that it is yellow, but that is it. There isn't any sheen or sparkle. I was bummed."
20075,B001T4WKJ0,A2EN37RUJTLFYL,Janstar,0,0,2,1342396800,not the same,"I bought this product thinking it was a gold sheen as seen on the bottle being sold by amazon. It has no sheen to it at all it doesnt even say sheen,its just ""gold"""
20076,B001T4WKJ0,A3PJD1PGZXD5TF,Missy,0,0,5,1324339200,"Lovely color, great to work with","The most important thing (to me at least) is that the color of this gold is great.  It may look greenish in the bottle, but on icing or fondant it has a nice warm color, not too yellow, not brassy, just really nice.<br /><br />I also like the different effects you can get through layering.  One coat produces a pearly gold shimmer, sort of like an Art Noveau enameled brooch. 2 + coats will get you a bolder solid gold look.  It's not going to come out like polished metal, but the effect is still VERY pretty and impressive.<br /><br />I wouldn't recommend this paint for writing or drawing on icing or fondant (you have to stroke over it repeatedly to produce crisp lines), but it's GREAT for ""highlighting"" raised areas and adding a beautiful something extra."
